state_ut,district,Year,rape,kidnapping_and_abduction,dowry_deaths,women_assault,women_modesty_insult,husband_relatives_cruelty,girls_importation
Odisha,Malkangir,2001,14,5,0,27,0,12,0
Odisha,Mayurbhanj,2001,77,31,19,141,0,74,0
Odisha,Nayagarh,2001,17,18,14,11,3,9,0
Odisha,Nowrangpur,2001,13,3,0,41,7,13,0
Odisha,Nuapada,2001,9,2,0,16,5,17,0
Odisha,Puri,2001,41,24,29,13,0,32,0
Odisha,Rayagada,2001,9,0,1,33,2,26,0
Odisha,Rourkela,2001,12,6,2,35,13,17,0
Odisha,Sambalpur,2001,18,9,0,82,9,18,0
Odisha,Sonepur,2001,8,4,6,28,4,11,0
Odisha,Srp(Cuttack),2001,1,3,0,5,4,0,0
Odisha,Srp(Rourkela),2001,2,3,0,2,0,0,0
Odisha,Sundargarh,2001,36,19,4,82,10,7,0
Odisha,Total,2001,790,434,294,1655,458,1266,0
Punjab,Amritsar,2001,9,26,7,9,0,77,0
Punjab,Barnala,2001,12,13,6,13,0,24,0
Punjab,Batala,2001,8,4,6,1,0,19,0
Punjab,Bhatinda,2001,13,9,4,15,0,57,0
Punjab,Faridkot,2001,6,7,4,11,0,20,0
Punjab,Fatehgarh Sahib,2001,11,6,4,4,1,7,0
Punjab,Ferozepur,2001,22,7,11,17,0,22,0
Punjab,G.R.P,2001,0,0,3,1,0,0,0
Punjab,Gurdaspur,2001,12,14,6,4,0,21,0
Punjab,Hoshiarpur,2001,19,13,12,13,0,46,0
Punjab,Jagraon,2001,19,11,7,3,2,27,0
Punjab,Jalandhar,2001,21,49,17,16,2,104,0
Punjab,Kapurthala,2001,8,9,2,20,0,34,0
Punjab,Khanna,2001,6,1,4,0,0,15,0
Punjab,Ludhiana,2001,38,46,11,46,13,249,0
Punjab,Majitha,2001,9,6,9,8,0,20,0
Punjab,Mansa,2001,6,4,2,3,0,3,0
Punjab,Moga,2001,11,9,6,8,2,25,0
Punjab,Muktsar,2001,3,2,1,2,0,16,0
Punjab,Nawan Shahr,2001,11,8,4,8,0,14,0
Punjab,Patiala,2001,23,46,10,128,19,232,0
Punjab,Ropar,2001,6,6,5,13,4,33,0
Punjab,Sangrur,2001,15,18,10,18,4,36,0
Punjab,Tarn Taran,2001,10,10,8,11,0,27,0
Punjab,Total,2001,298,324,159,372,47,1128,0
Rajasthan,Ajmer,2001,16,125,12,95,0,236,0
Rajasthan,Alwar,2001,34,87,43,124,0,235,0
Rajasthan,Banswara,2001,90,59,10,112,1,151,0
Rajasthan,Baran,2001,81,94,3,219,5,124,0
Rajasthan,Barmer,2001,13,14,13,71,0,45,0
Rajasthan,Bharatpur,2001,48,103,24,77,0,209,0
Rajasthan,Bhilwara,2001,42,223,5,126,3,312,0
Rajasthan,Bikaner,2001,35,34,13,53,0,153,0
Rajasthan,Bundi,2001,36,103,2,164,6,157,0
Rajasthan,Chittorgarh,2001,67,169,7,112,5,384,0
Rajasthan,Churu,2001,24,14,8,73,3,174,0
Rajasthan,Dausa,2001,9,26,8,31,0,60,0
Rajasthan,Dholpur,2001,24,33,21,34,0,93,0
Rajasthan,Dungarpur,2001,17,50,3,56,0,60,0
Rajasthan,G.R.P.,2001,1,4,0,14,0,0,0
Rajasthan,Ganganagar,2001,55,65,13,118,2,375,0
Rajasthan,Hanumangarh,2001,35,22,20,98,0,241,0
Rajasthan,Jaipur,2001,61,203,29,179,1,453,0
Rajasthan,Jaisalmer,2001,2,7,3,21,0,16,0
Rajasthan,Jalore,2001,10,20,12,61,0,96,0
Rajasthan,Jhalawar,2001,65,57,8,144,10,224,0
Rajasthan,Jhunjhunu,2001,19,25,0,50,0,125,0
Rajasthan,Jodhpur,2001,20,53,12,128,3,263,1
Rajasthan,Karauli,2001,21,50,10,37,0,66,0
Rajasthan,Kota,2001,50,116,17,203,6,319,0
Rajasthan,Nagaur,2001,22,34,14,65,0,102,0
Rajasthan,Pali,2001,25,61,15,115,2,196,0
Rajasthan,Rajsamand,2001,13,63,6,40,1,104,0
Rajasthan,Sawai Madhopur,2001,19,42,6,49,0,97,0
Rajasthan,Sikar,2001,13,22,15,28,0,114,0
Rajasthan,Sirohi,2001,22,19,8,29,0,79,0
Rajasthan,Tonk,2001,17,50,7,84,6,142,0
Rajasthan,Udaipur,2001,43,118,9,68,2,127,0
Rajasthan,Total,2001,1049,2165,376,2878,56,5532,1
Sikkim,East,2001,7,1,0,0,8,0,0
Sikkim,North,2001,0,0,0,0,0,0,0
Sikkim,South,2001,1,0,0,0,4,0,0
Sikkim,West,2001,0,1,0,0,2,0,0
Sikkim,Total,2001,8,2,0,0,14,0,0
Tamil Nadu,Ariyalur,2001,6,14,3,38,4,8,0
Tamil Nadu,Chengai,2001,20,8,16,58,8,57,0
Tamil Nadu,Chennai,2001,28,0,13,70,209,111,0
Tamil Nadu,Chennai Rly.,2001,0,0,0,5,0,2,0
Tamil Nadu,Coimbatore Rural,2001,18,27,16,75,25,49,0
Tamil Nadu,Coimbatore Urban,2001,4,10,5,19,38,28,0
Tamil Nadu,Cuddalore,2001,16,2,9,137,50,21,0
Tamil Nadu,Dharmapuri,2001,17,30,6,65,8,18,0
Tamil Nadu,Dindigul,2001,14,35,8,48,11,8,5
Tamil Nadu,Erode,2001,9,14,4,72,16,25,0
Tamil Nadu,Kanchipuram,2001,21,9,6,30,9,12,9
Tamil Nadu,Kanyakumari,2001,6,9,5,27,170,29,0
Tamil Nadu,Karur,2001,4,8,2,21,2,14,0
Tamil Nadu,Madurai Rural,2001,13,23,5,52,8,69,0
Tamil Nadu,Madurai Urban,2001,2,18,12,20,52,24,0
Tamil Nadu,Nagapattinam,2001,12,25,4,55,13,8,0
Tamil Nadu,Namakkal,2001,7,16,4,39,13,18,0
Tamil Nadu,Nilgiris,2001,8,5,2,6,5,16,0
Tamil Nadu,Perambalur,2001,3,11,0,18,0,12,0
Tamil Nadu,Pudukottai,2001,5,24,2,32,4,25,0
Tamil Nadu,Ramnathapuram,2001,13,17,4,59,12,16,0
Tamil Nadu,Salem Rural,2001,8,29,8,53,7,7,0
Tamil Nadu,Salem Urban,2001,2,10,3,7,13,11,0
Tamil Nadu,Sivagangai,2001,5,10,4,17,2,9,0
Tamil Nadu,Thanjavur,2001,0,34,0,53,46,31,0
Tamil Nadu,Theni,2001,4,7,4,29,8,9,0
Tamil Nadu,Thirunelveli Rural,2001,57,53,3,155,62,13,0
Tamil Nadu,Thirunelveli Urban,2001,3,10,0,2,21,6,0
Tamil Nadu,Thiruvallur,2001,16,11,6,70,17,16,0
Tamil Nadu,Thiruvannamalai,2001,5,33,1,53,9,18,0
Tamil Nadu,Thiruvarur,2001,7,26,4,50,18,2,0
Tamil Nadu,Thoothugudi,2001,12,0,1,94,47,36,0
Tamil Nadu,Trichy Rly.,2001,0,0,0,0,3,0,0
Tamil Nadu,Trichy Rural,2001,6,17,3,22,5,2,0
Tamil Nadu,Trichy Urban,2001,5,6,4,9,51,18,0
Tamil Nadu,Vellore,2001,13,0,8,54,16,5,0
Tamil Nadu,Villupuram,2001,37,37,14,78,20,42,0
Tamil Nadu,Virudhunagar,2001,17,19,2,81,10,20,0
Tamil Nadu,Total,2001,423,607,191,1773,1012,815,14
Tripura,Dhalai,2001,11,0,2,4,0,11,0
Tripura,North,2001,29,11,3,16,0,60,0
Tripura,South,2001,29,7,5,18,0,59,0
Tripura,West,2001,33,17,6,20,0,97,0
Tripura,Total,2001,102,35,16,58,0,227,0
Uttar Pradesh,Agra,2001,66,132,63,110,114,327,0
Uttar Pradesh,Aligarh,2001,50,78,44,90,54,258,0
Uttar Pradesh,Allahabad,2001,42,75,56,85,105,226,0
Uttar Pradesh,Ambedkar Nagar,2001,19,29,14,15,9,87,0
Uttar Pradesh,Auraiya,2001,11,25,21,13,7,26,0
Uttar Pradesh,Azamgarh,2001,11,41,32,14,15,81,0
Uttar Pradesh,Badaun,2001,47,41,62,51,14,76,0
Uttar Pradesh,Baghpat,2001,15,17,20,18,12,64,0
Uttar Pradesh,Bahraich,2001,14,19,19,15,17,62,0
Uttar Pradesh,Ballia,2001,18,17,19,7,22,35,0
Uttar Pradesh,Balrampur,2001,8,19,12,23,11,30,0
Uttar Pradesh,Banda,2001,27,18,21,51,18,50,0
Uttar Pradesh,Barabanki,2001,41,55,35,37,21,188,0
Uttar Pradesh,Bareilly,2001,93,98,57,110,40,421,0
Uttar Pradesh,Basti,2001,18,23,22,28,12,48,0
Uttar Pradesh,Bijnor,2001,38,59,31,67,38,230,0
Uttar Pradesh,Bulandshahar,2001,31,64,45,71,219,227,0
Uttar Pradesh,Chandoli,2001,4,11,16,13,0,22,0
Uttar Pradesh,Chitrakoot Dham,2001,8,3,8,16,4,2,0
Uttar Pradesh,Deoria,2001,7,33,27,15,15,44,0
Uttar Pradesh,Etah,2001,57,59,68,68,24,156,0
Uttar Pradesh,Etawah,2001,20,22,29,25,26,52,0
Uttar Pradesh,Faizabad,2001,22,26,17,24,18,49,0
Uttar Pradesh,Fatehgarh,2001,9,38,22,23,28,93,0
Uttar Pradesh,Fatehpur,2001,28,27,46,25,15,59,0
Uttar Pradesh,Firozabad,2001,22,59,48,33,69,89,0
Uttar Pradesh,G.R.P.,2001,2,2,1,18,71,1,0
Uttar Pradesh,Gautambudh Nagar,2001,16,30,17,39,40,54,0
Uttar Pradesh,Ghaziabad,2001,31,79,33,54,138,140,0
Uttar Pradesh,Ghazipur,2001,6,19,22,18,29,56,0
Uttar Pradesh,Gonda,2001,18,21,26,19,13,46,0
Uttar Pradesh,Gorakhpur,2001,13,52,16,25,36,52,0
Uttar Pradesh,Hamirpur,2001,14,16,22,32,7,25,0
Uttar Pradesh,Hardoi,2001,70,60,63,86,21,136,0
Uttar Pradesh,Hathras,2001,16,26,31,63,26,93,0
Uttar Pradesh,J.P.Nagar,2001,23,36,14,35,22,98,0
Uttar Pradesh,Jalaun,2001,6,14,29,40,21,65,0
Uttar Pradesh,Jaunpur,2001,11,15,43,21,19,85,0
Uttar Pradesh,Jhansi,2001,18,20,31,32,30,69,0
Uttar Pradesh,Kannauj,2001,8,19,22,18,7,63,0
Uttar Pradesh,Kanpur Dehat,2001,21,34,39,45,7,79,0
Uttar Pradesh,Kanpur Nagar,2001,47,176,64,106,213,356,0
Uttar Pradesh,Kaushambi,2001,26,23,28,44,9,72,0
Uttar Pradesh,Khiri,2001,83,90,88,99,24,138,0
Uttar Pradesh,Kushi Nagar,2001,7,20,18,19,35,14,0
Uttar Pradesh,Lalitpur,2001,20,5,10,26,9,31,0
Uttar Pradesh,Lucknow,2001,62,138,47,103,148,337,0
Uttar Pradesh,Maharajganj,2001,13,13,7,13,37,10,0
Uttar Pradesh,Mahoba,2001,12,7,11,22,3,4,0
Uttar Pradesh,Mainpuri,2001,13,31,42,32,3,63,0
Uttar Pradesh,Mathura,2001,25,33,21,48,50,77,0
Uttar Pradesh,Mau,2001,17,25,16,33,27,39,0
Uttar Pradesh,Meerut,2001,28,96,34,59,123,236,0
Uttar Pradesh,Mirzapur,2001,16,6,23,16,21,39,0
Uttar Pradesh,Moradabad,2001,44,72,45,79,85,207,0
Uttar Pradesh,Muzaffarnagar,2001,54,67,24,51,33,265,0
Uttar Pradesh,Pilibhit,2001,64,47,44,50,20,195,0
Uttar Pradesh,Pratapgarh,2001,18,35,33,21,9,44,0
Uttar Pradesh,Raibareilly,2001,58,50,29,57,17,137,0
Uttar Pradesh,Rampur,2001,22,27,18,11,0,49,0
Uttar Pradesh,Saharanpur,2001,41,52,21,45,96,196,0
Uttar Pradesh,Sant Kabirnagar,2001,9,16,7,11,6,26,0
Uttar Pradesh,Shahjahanpur,2001,55,68,66,61,21,146,0
Uttar Pradesh,Shrawasti,2001,13,18,4,16,8,18,0
Uttar Pradesh,Sidharthnagar,2001,12,24,13,20,3,28,0
Uttar Pradesh,Sitapur,2001,85,47,82,71,35,106,0
Uttar Pradesh,Sonbhadra,2001,5,6,12,9,4,5,0
Uttar Pradesh,St.Ravidasnagar,2001,1,7,9,3,3,23,0
Uttar Pradesh,Sultanpur,2001,29,35,38,34,17,153,0
Uttar Pradesh,Unnao,2001,53,79,63,100,12,168,0
Uttar Pradesh,Varanasi,2001,27,35,31,19,90,119,0
Uttar Pradesh,Total,2001,1958,2879,2211,2870,2575,7365,0
Uttarakhand,Almora,2001,4,1,3,5,0,5,0
Uttarakhand,Bageshwar,2001,1,4,8,1,0,0,0
Uttarakhand,Chamoli,2001,3,3,3,10,0,1,0
Uttarakhand,Champawat,2001,0,3,0,7,0,5,0
Uttarakhand,Dehradun,2001,12,48,4,13,19,85,0
Uttarakhand,Haridwar,2001,13,23,10,21,33,105,0
Uttarakhand,Nainital,2001,5,0,5,11,3,29,0
Uttarakhand,Pauri Garhwal,2001,7,7,5,4,1,7,0
Uttarakhand,Pithoragarh,2001,7,0,2,6,4,10,0
Uttarakhand,Rudra Prayag,2001,2,0,3,3,1,2,0
Uttarakhand,Tehri Garhwal,2001,2,5,2,3,0,8,0
Uttarakhand,Udhamsingh Nagar,2001,10,29,10,7,22,31,0
Uttarakhand,Uttarkashi,2001,8,3,1,12,1,13,0
Uttarakhand,Total,2001,74,126,56,103,84,301,0
West Bengal,24 Parganas North,2001,53,63,23,63,0,447,0
West Bengal,24 Parganas South,2001,47,52,48,54,0,480,0
West Bengal,Asansol,2001,0,0,1,0,0,32,0
West Bengal,Bankura,2001,26,5,22,28,0,78,0
West Bengal,Birbhum,2001,43,28,4,43,0,151,0
West Bengal,Burdwan,2001,46,32,32,85,0,296,0
West Bengal,Coochbehar,2001,36,41,6,44,0,146,0
West Bengal,Dakshin Dinajpur,2001,10,28,4,37,0,101,0
West Bengal,Darjeeling,2001,20,20,2,26,0,56,1
West Bengal,Hooghly,2001,29,38,10,39,0,372,0
West Bengal,Howrah,2001,2,5,8,13,0,43,0
West Bengal,Howrah City,2001,7,10,5,6,0,84,0
West Bengal,Howrah G.R.P.,2001,1,4,0,9,1,0,0
West Bengal,Jalpaiguri,2001,54,24,2,47,0,150,0
West Bengal,Kolkata,2001,19,78,6,165,37,207,2
West Bengal,Malda,2001,40,23,5,48,0,92,0
West Bengal,Midnapur,2001,84,74,58,54,1,470,0
West Bengal,Murshidabad,2001,66,46,12,36,2,240,0
West Bengal,Nadia,2001,71,90,10,77,7,252,0
West Bengal,Purulia,2001,23,15,3,48,0,86,0
West Bengal,Sealdah G.R.P.,2001,1,1,0,0,0,2,0
West Bengal,Siliguri G.R.P.,2001,0,0,0,1,0,0,0
West Bengal,Uttar Dinajpur,2001,31,18,4,31,0,74,0
West Bengal,Total,2001,709,695,265,954,48,3859,3
A & N Islands,Andaman,2001,3,2,0,18,1,9,0
A & N Islands,Nicobar,2001,0,0,0,1,0,0,0
A & N Islands,Total,2001,3,2,0,19,1,9,0
Chandigarh,Chandigarh,2001,18,50,3,24,15,36,0
Chandigarh,Total,2001,18,50,3,24,15,36,0
D & N Haveli,D And N Haveli,2001,6,2,0,7,0,4,0
D & N Haveli,Total,2001,6,2,0,7,0,4,0
Daman & Diu,Daman,2001,0,3,0,0,0,4,0
Daman & Diu,Diu,2001,0,0,0,0,0,0,0
Daman & Diu,Total,2001,0,3,0,0,0,4,0
Delhi,Central,2001,28,42,4,30,7,2,0
Delhi,Delhi Ut Total,2001,381,964,113,502,90,138,0
Delhi,East,2001,24,39,11,56,11,27,0
Delhi,G.R.P.(Rly),2001,1,7,0,4,0,0,0
Delhi,I.G.I. Airport,2001,0,1,0,0,2,0,0
Delhi,New Delhi,2001,9,19,0,20,6,2,0
Delhi,North,2001,28,53,4,26,6,9,0
Delhi,North East,2001,36,123,20,34,1,8,0
Delhi,North West,2001,103,298,25,102,18,22,0
Delhi,S.T.F.,2001,0,0,0,0,0,0,0
Delhi,South,2001,65,170,15,96,24,22,0
Delhi,South West,2001,42,113,16,69,13,24,0
Delhi,West,2001,45,99,18,65,2,22,0
Lakshadweep,Lakshadweep,2001,0,0,0,0,0,0,0
Lakshadweep,Total,2001,0,0,0,0,0,0,0
Puducherry,Pondicherry,2001,9,3,1,35,27,3,0
Puducherry,Total,2001,9,3,1,35,27,3,0
Andhra Pradesh,Adilabad,2002,37,32,20,174,63,240,0
Andhra Pradesh,Anantapur,2002,28,49,9,179,37,151,0
Andhra Pradesh,Chittoor,2002,28,39,16,126,40,188,0
Andhra Pradesh,Cuddapah,2002,16,22,21,100,36,63,0
Andhra Pradesh,East Godavari,2002,25,5,11,108,73,276,0
Andhra Pradesh,Guntakal Rly.,2002,1,0,0,3,0,0,0
Andhra Pradesh,Guntur,2002,46,71,13,186,85,434,0
Andhra Pradesh,Hyderabad City,2002,57,61,24,138,123,590,0
Andhra Pradesh,Karimnagar,2002,99,42,45,357,125,209,0
Andhra Pradesh,Khammam,2002,48,55,13,191,375,324,0
Andhra Pradesh,Krishna,2002,41,21,14,211,110,374,0
Andhra Pradesh,Kurnool,2002,45,24,11,166,115,167,0
Andhra Pradesh,Mahaboobnagar,2002,85,36,31,202,42,225,0
Andhra Pradesh,Medak,2002,68,38,25,103,28,251,0
Andhra Pradesh,Nalgonda,2002,41,37,37,232,67,210,0
Andhra Pradesh,Nellore,2002,46,54,10,206,226,289,0
Andhra Pradesh,Nizamabad,2002,35,21,17,71,24,278,0
Andhra Pradesh,Prakasham,2002,21,25,5,156,18,142,0
Andhra Pradesh,Ranga Reddy,2002,49,70,51,143,93,508,0
Andhra Pradesh,Secunderabad Rly.,2002,0,0,0,0,0,0,0
Andhra Pradesh,Srikakulam,2002,14,9,4,60,16,114,0
Andhra Pradesh,Vijayawada,2002,31,43,9,119,171,869,0
Andhra Pradesh,Vijayawada Rly.,2002,1,0,0,2,0,2,0
Andhra Pradesh,Visakha Rural,2002,14,0,2,65,41,85,0
Andhra Pradesh,Visakhapatnam,2002,8,10,3,28,18,235,0
Andhra Pradesh,Vizianagaram,2002,12,0,1,38,25,190,0
Andhra Pradesh,Warangal,2002,52,58,45,212,0,157,0
Andhra Pradesh,West Godavari,2002,54,32,12,223,73,447,0
Andhra Pradesh,Total,2002,1002,854,449,3799,2024,7018,0
Arunachal Pradesh,Changlang,2002,3,2,0,0,0,2,0
Arunachal Pradesh,Dibang Valley,2002,5,5,0,4,0,5,0
Arunachal Pradesh,Kameng East,2002,1,3,0,6,0,0,0
Arunachal Pradesh,Kameng West,2002,0,1,0,0,0,0,0
Arunachal Pradesh,Lohit,2002,3,3,0,8,0,0,0
Arunachal Pradesh,Papum Pare,2002,3,6,0,9,1,1,0
Arunachal Pradesh,Siang East,2002,11,8,0,14,0,1,0
Arunachal Pradesh,Siang Upper,2002,3,0,0,0,0,0,0
Arunachal Pradesh,Siang West,2002,4,6,0,18,0,2,0
Arunachal Pradesh,Subansiri Lower,2002,1,3,0,4,0,0,0
Arunachal Pradesh,Subansiri Upper,2002,2,1,0,4,0,0,0
Arunachal Pradesh,Tawang,2002,1,0,0,0,1,1,0
Arunachal Pradesh,Tirap,2002,1,0,0,1,0,1,0
Arunachal Pradesh,Total,2002,38,38,0,68,2,13,0
Assam,Barpeta,2002,55,59,4,18,0,97,0
Assam,Bongaigaon,2002,21,40,3,2,0,32,0
Assam,C.I.D.,2002,0,2,0,0,0,0,0
Assam,Cachar,2002,71,80,7,156,0,219,0
Assam,Darrang,2002,33,41,4,68,0,37,0
Assam,Dhemaji,2002,48,25,1,23,0,57,0
Assam,Dhubri,2002,46,51,4,67,2,167,0
Assam,Dibrugarh,2002,45,58,1,27,0,43,0
Assam,G.R.P.,2002,0,0,0,0,0,0,0
Assam,Goalpara,2002,40,29,2,67,0,93,0
Assam,Golaghat,2002,42,60,0,36,0,36,0
Assam,Guwahati City,2002,60,144,6,41,0,69,0
Assam,Hailakandi,2002,24,42,1,30,0,34,0
Assam,Jorhat,2002,36,32,0,39,0,42,0
Assam,Kamrup,2002,41,104,2,23,0,20,0
Assam,Karbi Anglong,2002,5,9,2,6,0,6,0
Assam,Karimganj,2002,23,7,6,11,0,69,0
Assam,Kokrajhar,2002,15,18,3,51,0,38,0
Assam,Lakhimpur,2002,69,74,0,63,0,175,0
Assam,Morigaon,2002,40,34,1,39,0,28,0
Assam,N.C.Hills,2002,2,6,0,5,0,9,0
Assam,Nagaon,2002,61,124,7,115,5,158,0
Assam,Nalbari,2002,27,31,0,11,0,24,0
Assam,R.P.O.,2002,1,1,0,0,0,0,0
Assam,Sibsagar,2002,57,57,6,28,0,71,0
Assam,Sonitpur,2002,67,109,9,53,0,146,0
Assam,Tinsukia,2002,41,39,1,5,0,24,0
Assam,Total,2002,970,1276,70,984,7,1694,0
Bihar,Araria,2002,101,79,5,2,0,30,0
Bihar,Arwal,2002,0,0,8,12,0,2,0
Bihar,Aurangabad,2002,12,3,33,4,0,6,0
Bihar,Bagaha,2002,23,3,0,6,0,3,0
Bihar,Banka,2002,27,9,10,4,0,14,0
Bihar,Begusarai,2002,20,15,23,23,0,40,0
Bihar,Bettiah,2002,55,10,31,66,0,58,0
Bihar,Bhabhua,2002,17,7,17,0,0,18,0
Bihar,Bhagalpur,2002,40,51,19,10,0,26,0
Bihar,Bhojpur,2002,17,17,51,4,0,79,1
Bihar,Buxar,2002,17,0,16,0,0,16,0
Bihar,Darbhanga,2002,52,31,26,38,0,73,0
Bihar,Gaya,2002,31,18,26,27,0,44,0
Bihar,Gopalganj,2002,16,16,23,0,0,51,0
Bihar,Jamalpur Rly.,2002,0,1,1,2,0,0,0
Bihar,Jamui,2002,15,13,21,0,0,19,0
Bihar,Jehanabad,2002,7,9,21,0,0,5,0
Bihar,Katihar,2002,77,69,5,5,0,32,0
Bihar,Katihar Rly.,2002,2,1,1,2,0,0,0
Bihar,Khagaria,2002,15,14,9,8,0,17,0
Bihar,Kishanganj,2002,20,26,5,4,0,37,0
Bihar,Lakhisarai,2002,2,6,4,10,0,6,0
Bihar,Madhepura,2002,10,7,4,7,0,9,0
Bihar,Madhubani,2002,31,15,58,165,0,111,0
Bihar,Motihari,2002,41,37,48,12,0,94,0
Bihar,Munger,2002,11,27,8,0,0,0,0
Bihar,Muzaffarpur,2002,60,22,42,26,0,178,1
Bihar,Muzaffarpur Rly.,2002,2,3,0,5,0,1,0
Bihar,Nalanda,2002,32,22,45,23,0,44,1
Bihar,Naugachia,2002,11,6,7,3,0,15,0
Bihar,Nawadah,2002,34,8,12,3,2,30,4
Bihar,Patna,2002,37,36,76,42,0,148,0
Bihar,Patna Rly.,2002,2,0,1,9,0,3,0
Bihar,Purnea,2002,46,17,6,6,0,17,0
Bihar,Rohtas,2002,15,10,52,4,0,82,0
Bihar,Saharsa,2002,11,10,10,16,2,8,0
Bihar,Samastipur,2002,22,21,12,4,2,10,21
Bihar,Saran,2002,12,10,69,0,0,85,0
Bihar,Sheikhpura,2002,6,0,5,8,0,16,1
Bihar,Sheohar,2002,14,6,7,1,0,0,0
Bihar,Sitamarhi,2002,31,22,14,26,0,28,1
Bihar,Siwan,2002,8,26,24,8,0,50,0
Bihar,Supaul,2002,22,0,7,5,0,12,8
Bihar,Vaishali,2002,16,41,65,21,0,60,0
Bihar,Total,2002,1040,744,927,621,6,1577,38
Chhattisgarh,Balrampur,2002,30,2,2,33,3,19,0
Chhattisgarh,Bilaspur,2002,72,15,13,160,10,86,0
Chhattisgarh,Bizapur,2002,7,2,0,1,0,0,0
Chhattisgarh,Dantewara,2002,9,4,1,19,0,5,0
Chhattisgarh,Dhamtari,2002,26,0,1,40,9,9,0
Chhattisgarh,Durg,2002,132,23,11,230,33,116,0
Chhattisgarh,Grp Raipur,2002,5,0,0,1,0,0,0
Chhattisgarh,Jagdalpur,2002,46,16,0,46,4,16,0
Chhattisgarh,Janjgir,2002,42,6,13,99,8,64,0
Chhattisgarh,Jashpur,2002,35,0,2,16,2,4,0
Chhattisgarh,Kabirdham,2002,20,0,0,42,3,25,0
Chhattisgarh,Kanker,2002,37,6,1,33,4,22,0
Chhattisgarh,Korba,2002,38,3,9,82,10,33,0
Chhattisgarh,Koriya,2002,58,6,1,72,0,21,0
Chhattisgarh,Mahasamund,2002,33,5,0,56,3,14,0
Chhattisgarh,Raigarh,2002,39,5,4,103,15,30,0
Chhattisgarh,Raipur,2002,159,35,20,184,34,106,0
Chhattisgarh,Rajnandgaon,2002,62,7,6,86,7,41,0
Chhattisgarh,Sarguja,2002,142,19,1,180,2,42,0
Chhattisgarh,Total,2002,992,154,85,1483,147,653,0
Goa,North Goa,2002,9,3,1,9,4,6,0
Goa,South Goa,2002,3,2,1,9,2,2,0
Goa,Total,2002,12,5,2,18,6,8,0
Gujarat,Ahmedabad Commr.,2002,12,92,6,36,18,433,0
Gujarat,Ahmedabad Rural,2002,7,11,7,17,1,66,0
Gujarat,Ahwa-Dang,2002,4,1,0,0,0,7,0
Gujarat,Amreli,2002,4,23,0,18,1,95,0
Gujarat,Anand,2002,8,33,0,22,2,183,0
Gujarat,Bharuch,2002,7,23,0,26,0,52,0
Gujarat,Bhavnagar,2002,9,39,4,57,7,125,0
Gujarat,Dahod,2002,14,9,0,19,0,18,0
Gujarat,Gandhinagar,2002,7,19,1,15,5,126,0
Gujarat,Himatnagar,2002,11,37,1,55,0,138,0
Gujarat,Jamnagar,2002,25,30,5,19,4,176,0
Gujarat,Junagadh,2002,10,41,2,38,13,368,0
Gujarat,Kheda North,2002,9,29,0,41,0,104,0
Gujarat,Kutch,2002,3,35,2,29,1,174,0
Gujarat,Mehsana,2002,13,36,0,40,4,170,0
Gujarat,Narmada,2002,7,2,0,6,4,9,0
Gujarat,Navsari,2002,5,11,0,2,0,23,0
Gujarat,Palanpur,2002,16,39,0,58,1,122,0
Gujarat,Panchmahal,2002,4,22,0,11,1,22,0
Gujarat,Patan,2002,3,28,0,25,0,88,0
Gujarat,Porbandar,2002,4,8,3,16,0,53,0
Gujarat,Rajkot Commr.,2002,6,29,5,28,12,173,0
Gujarat,Rajkot Rural,2002,15,37,2,44,8,180,0
Gujarat,Surat Commr.,2002,18,36,20,18,12,112,0
Gujarat,Surat Rural,2002,10,15,0,18,1,43,0
Gujarat,Surendranagar,2002,13,29,4,40,2,83,0
Gujarat,Vadodara Commr.,2002,5,28,0,9,7,80,0
Gujarat,Vadodara Rural,2002,12,42,0,27,0,61,0
Gujarat,Valsad,2002,3,16,0,12,0,32,0
Gujarat,W.Rly,2002,3,7,0,4,0,5,0
Gujarat,Total,2002,267,807,62,750,104,3321,0
Haryana,Ambala,2002,15,18,7,17,0,122,0
Haryana,Bhiwani,2002,17,13,35,29,0,54,0
Haryana,Faridabad,2002,37,39,19,56,1122,92,0
Haryana,Fatehabad,2002,7,15,9,22,5,54,0
Haryana,Grp,2002,1,0,14,1,58,0,0
Haryana,Gurgaon,2002,27,36,11,35,57,128,0
Haryana,Hissar,2002,15,21,28,31,4,96,0
Haryana,Jhajjar,2002,18,12,14,39,37,115,0
Haryana,Jind,2002,19,9,11,10,12,57,0
Haryana,Kaithal,2002,7,4,6,11,0,98,0
Haryana,Karnal,2002,37,8,11,25,0,115,0
Haryana,Kurukshetra,2002,15,14,7,20,14,88,0
Haryana,Mahendragarh,2002,16,9,3,22,0,19,0
Haryana,Panchkula,2002,13,17,5,29,45,60,0
Haryana,Panipat,2002,43,21,9,22,20,193,0
Haryana,Rewari,2002,10,7,14,15,0,23,0
Haryana,Rohtak,2002,17,10,17,14,40,30,0
Haryana,Sirsa,2002,20,3,7,30,0,103,0
Haryana,Sonipat,2002,14,16,20,15,10,63,0
Haryana,Yamunanagar,2002,13,18,9,11,0,55,0
Haryana,Total,2002,361,290,256,454,1424,1565,0
Himachal Pradesh,Bilaspur,2002,9,3,0,36,1,22,0
Himachal Pradesh,Chamba,2002,16,10,2,21,1,12,0
Himachal Pradesh,G.R.P.,2002,0,0,0,0,0,0,0
